%% LaTeX2e file `MerolegesNyomoeroCalc.dat'
%% generated by the `filecontents' environment
%% from source `tikz/main-figure4' on 2019/06/11.
%%
   x            y       F_xFL        F_xBL       F_xFR       F_xBR   F_yFL       F_yBL       F_yFR       F_yBR       F_zFL   F_zBL       F_zFR   F_zBR
   0.65000    0.00000    3.04077   -3.04077    0.09356   -0.09356   -0.00000    0.00000    0.00000   -0.00000    0.00000   30.07463    0.00000    0.92537
   0.65000    0.05000    3.04077   -3.04077    0.09356   -0.09356   -0.23391    0.23391    0.23391   -0.23391    2.24438   27.83025    0.06906    0.85632
   0.65000    0.10000    3.04077   -3.04077    0.09356   -0.09356   -0.46781    0.46781    0.46781   -0.46781    4.48875   25.58588    0.13812    0.78726
   0.65000    0.15000    3.04077   -3.04077    0.09356   -0.09356   -0.70172    0.70172    0.70172   -0.70172    6.73313   23.34150    0.20717    0.71820
   0.65000    0.20000    3.04077   -3.04077    0.09356   -0.09356   -0.93562    0.93562    0.93562   -0.93562    8.97750   21.09713    0.27623    0.64914
   0.65000    0.25000    3.04077   -3.04077    0.09356   -0.09356   -1.16953    1.16953    1.16953   -1.16953   11.22188   18.85275    0.34529    0.58008
   0.65000    0.30000    3.04077   -3.04077    0.09356   -0.09356   -1.40343    1.40343    1.40343   -1.40343   13.46625   16.60838    0.41435    0.51103
   0.65000    0.35000    3.04077   -3.04077    0.09356   -0.09356   -1.63734    1.63734    1.63734   -1.63734   15.71063   14.36400    0.48340    0.44197
   0.65000    0.40000    3.04077   -3.04077    0.09356   -0.09356   -1.87124    1.87124    1.87124   -1.87124   17.95500   12.11963    0.55246    0.37291
   0.65000    0.45000    3.04077   -3.04077    0.09356   -0.09356   -2.10515    2.10515    2.10515   -2.10515   20.19938    9.87525    0.62152    0.30385
   0.65000    0.50000    3.04077   -3.04077    0.09356   -0.09356   -2.33905    2.33905    2.33905   -2.33905   22.44375    7.63088    0.69058    0.23480
   0.65000    0.55000    3.04077   -3.04077    0.09356   -0.09356   -2.57296    2.57296    2.57296   -2.57296   24.68813    5.38650    0.75963    0.16574
   0.65000    0.60000    3.04077   -3.04077    0.09356   -0.09356   -2.80686    2.80686    2.80686   -2.80686   26.93250    3.14213    0.82869    0.09668
   0.65000    0.65000    3.04077   -3.04077    0.09356   -0.09356   -3.04077    3.04077    3.04077   -3.04077   29.17688    0.89775    0.89775    0.02762
